Cluster Index	Location Label
cluster_00143.vtp	h
cluster_00144.vtp	h
cluster_00145.vtp	h
cluster_00146.vtp	h
cluster_00147.vtp	c
cluster_00148.vtp	h
cluster_00149.vtp	h
cluster_00150.vtp	h
cluster_00151.vtp	h
cluster_00152.vtp	h
cluster_00153.vtp	h
cluster_00154.vtp	c
cluster_00155.vtp	c
cluster_00156.vtp	h
cluster_00157.vtp	h
cluster_00158.vtp	h
cluster_00159.vtp	h
cluster_00160.vtp	h
cluster_00161.vtp	c
cluster_00162.vtp	h
cluster_00163.vtp	h
cluster_00164.vtp	h
cluster_00165.vtp	h
cluster_00166.vtp	h
cluster_00167.vtp	h
cluster_00168.vtp	h
cluster_00169.vtp	h
cluster_00170.vtp	c
cluster_00171.vtp	h
cluster_00172.vtp	h
cluster_00173.vtp	h
cluster_00174.vtp	h
cluster_00175.vtp	h
cluster_00176.vtp	h
cluster_00177.vtp	h
cluster_00178.vtp	c
cluster_00179.vtp	h
cluster_00180.vtp	h
cluster_00181.vtp	h
cluster_00182.vtp	h
cluster_00183.vtp	h
cluster_00184.vtp	h
cluster_00185.vtp	h
cluster_00186.vtp	h
cluster_00187.vtp	h
cluster_00188.vtp	h
cluster_00189.vtp	c
cluster_00190.vtp	h
cluster_00191.vtp	h
cluster_00192.vtp	h
cluster_00193.vtp	h
cluster_00194.vtp	h
cluster_00195.vtp	h
cluster_00196.vtp	c
cluster_00197.vtp	h
cluster_00198.vtp	h
cluster_00199.vtp	h
cluster_00200.vtp	h
cluster_00201.vtp	h
cluster_00202.vtp	h
cluster_00203.vtp	h
cluster_00204.vtp	h
cluster_00205.vtp	c
cluster_00206.vtp	h
cluster_00207.vtp	h
cluster_00208.vtp	h
cluster_00209.vtp	h
cluster_00210.vtp	h
cluster_00211.vtp	h
cluster_00212.vtp	h
cluster_00213.vtp	h
cluster_00214.vtp	h
cluster_00215.vtp	h
cluster_00216.vtp	h
cluster_00217.vtp	h
cluster_00218.vtp	h
cluster_00219.vtp	h
cluster_00220.vtp	h
cluster_00221.vtp	h
cluster_00222.vtp	h
cluster_00223.vtp	h
cluster_00224.vtp	h
cluster_00225.vtp	h
cluster_00226.vtp	h
cluster_00227.vtp	c
cluster_00228.vtp	c
cluster_00229.vtp	h
cluster_00230.vtp	c
cluster_00231.vtp	h
cluster_00232.vtp	c
cluster_00233.vtp	h
cluster_00234.vtp	h
cluster_00235.vtp	c
cluster_00236.vtp	h
cluster_00237.vtp	h
cluster_00238.vtp	h
cluster_00239.vtp	h
cluster_00240.vtp	h
cluster_00241.vtp	h
cluster_00242.vtp	h
cluster_00243.vtp	h
cluster_00244.vtp	h
cluster_00245.vtp	h
cluster_00246.vtp	h
cluster_00247.vtp	h
cluster_00248.vtp	h
cluster_00249.vtp	h
cluster_00250.vtp	h
cluster_00251.vtp	h
cluster_00252.vtp	c
cluster_00253.vtp	h
cluster_00254.vtp	h
cluster_00255.vtp	h
cluster_00256.vtp	h
cluster_00257.vtp	h
cluster_00258.vtp	c
cluster_00259.vtp	h
cluster_00260.vtp	h
cluster_00261.vtp	h
cluster_00262.vtp	h
cluster_00263.vtp	h
cluster_00264.vtp	h
cluster_00265.vtp	h
cluster_00266.vtp	c
cluster_00267.vtp	h
cluster_00268.vtp	h
cluster_00269.vtp	h
cluster_00270.vtp	h
cluster_00271.vtp	h
cluster_00272.vtp	h
cluster_00273.vtp	h
cluster_00274.vtp	h
cluster_00275.vtp	h
cluster_00276.vtp	h
cluster_00277.vtp	h
cluster_00278.vtp	h
cluster_00279.vtp	h
cluster_00280.vtp	h
cluster_00281.vtp	h
cluster_00282.vtp	h
cluster_00283.vtp	h
cluster_00284.vtp	h
cluster_00285.vtp	h
cluster_00286.vtp	h
cluster_00287.vtp	c
cluster_00288.vtp	h
cluster_00289.vtp	h
cluster_00290.vtp	h
cluster_00291.vtp	c
cluster_00292.vtp	h
cluster_00293.vtp	h
cluster_00294.vtp	h
cluster_00295.vtp	c
cluster_00296.vtp	h
cluster_00297.vtp	h
cluster_00298.vtp	h
cluster_00299.vtp	h
cluster_00300.vtp	h
cluster_00301.vtp	h
cluster_00302.vtp	h
cluster_00303.vtp	h
cluster_00304.vtp	h
cluster_00305.vtp	h
cluster_00306.vtp	c
cluster_00307.vtp	h
cluster_00308.vtp	h
cluster_00309.vtp	h
cluster_00310.vtp	h
cluster_00311.vtp	h
cluster_00312.vtp	h
cluster_00313.vtp	h
cluster_00314.vtp	c
cluster_00315.vtp	h
cluster_00316.vtp	h
cluster_00317.vtp	h
cluster_00318.vtp	h
cluster_00319.vtp	h
cluster_00320.vtp	c
cluster_00321.vtp	h
cluster_00322.vtp	h
cluster_00323.vtp	c
cluster_00324.vtp	h
cluster_00325.vtp	h
cluster_00326.vtp	h
cluster_00327.vtp	h
cluster_00328.vtp	h
cluster_00329.vtp	h
cluster_00330.vtp	h
cluster_00331.vtp	c
cluster_00332.vtp	h
cluster_00333.vtp	h
cluster_00334.vtp	h
cluster_00335.vtp	c
cluster_00336.vtp	h
cluster_00337.vtp	h
cluster_00338.vtp	h
cluster_00339.vtp	h
cluster_00340.vtp	h
cluster_00341.vtp	h
cluster_00342.vtp	h
cluster_00343.vtp	h
cluster_00344.vtp	h
cluster_00345.vtp	h
cluster_00346.vtp	c
cluster_00347.vtp	h
cluster_00348.vtp	h
cluster_00349.vtp	h
cluster_00350.vtp	h
cluster_00351.vtp	c
cluster_00352.vtp	h
cluster_00353.vtp	h
cluster_00354.vtp	h
cluster_00355.vtp	h
cluster_00356.vtp	h
cluster_00357.vtp	h
cluster_00358.vtp	h
cluster_00359.vtp	h
cluster_00360.vtp	h
cluster_00361.vtp	h
cluster_00362.vtp	h
cluster_00363.vtp	h
cluster_00364.vtp	h
cluster_00365.vtp	h
cluster_00366.vtp	h
cluster_00367.vtp	h
cluster_00368.vtp	h
cluster_00369.vtp	h
cluster_00370.vtp	c
cluster_00371.vtp	h
cluster_00372.vtp	h
cluster_00373.vtp	h
cluster_00374.vtp	c
cluster_00375.vtp	h
cluster_00376.vtp	h
cluster_00377.vtp	h
cluster_00378.vtp	h
cluster_00379.vtp	h
cluster_00380.vtp	h
cluster_00381.vtp	h
cluster_00382.vtp	h
cluster_00383.vtp	h
cluster_00384.vtp	h
cluster_00385.vtp	h
cluster_00386.vtp	h
cluster_00387.vtp	c
cluster_00388.vtp	c
cluster_00389.vtp	c
cluster_00390.vtp	c
cluster_00391.vtp	h
cluster_00392.vtp	h
cluster_00393.vtp	h
cluster_00394.vtp	c
cluster_00395.vtp	h
cluster_00396.vtp	h
cluster_00397.vtp	h
cluster_00398.vtp	c
cluster_00399.vtp	h
cluster_00400.vtp	h
cluster_00401.vtp	h
cluster_00402.vtp	c
cluster_00403.vtp	h
cluster_00404.vtp	c
cluster_00405.vtp	h
cluster_00406.vtp	c
cluster_00407.vtp	h
cluster_00408.vtp	h
cluster_00409.vtp	c
cluster_00410.vtp	h
cluster_00411.vtp	h
cluster_00412.vtp	h
cluster_00413.vtp	h
cluster_00414.vtp	c
cluster_00415.vtp	h
cluster_00416.vtp	c
cluster_00417.vtp	h
cluster_00418.vtp	h
cluster_00419.vtp	h
cluster_00420.vtp	c
cluster_00421.vtp	h
cluster_00422.vtp	h
cluster_00423.vtp	h
cluster_00424.vtp	h
cluster_00425.vtp	h
cluster_00426.vtp	h
cluster_00427.vtp	h
cluster_00428.vtp	h
cluster_00429.vtp	h
cluster_00430.vtp	h
cluster_00431.vtp	h
cluster_00432.vtp	c
cluster_00433.vtp	h
cluster_00434.vtp	c
cluster_00435.vtp	h
cluster_00436.vtp	h
cluster_00437.vtp	h
cluster_00438.vtp	h
cluster_00439.vtp	h
cluster_00440.vtp	h
cluster_00441.vtp	h
cluster_00442.vtp	h
cluster_00443.vtp	h
cluster_00444.vtp	c
cluster_00445.vtp	h
cluster_00446.vtp	h
cluster_00447.vtp	h
cluster_00448.vtp	h
cluster_00449.vtp	h
cluster_00450.vtp	h
cluster_00451.vtp	h
cluster_00452.vtp	h
cluster_00453.vtp	h
cluster_00454.vtp	h
cluster_00455.vtp	c
cluster_00456.vtp	h
cluster_00457.vtp	h
cluster_00458.vtp	h
cluster_00459.vtp	h
cluster_00460.vtp	h
cluster_00461.vtp	h
cluster_00462.vtp	h
cluster_00463.vtp	h
cluster_00464.vtp	h
cluster_00465.vtp	h
cluster_00466.vtp	h
cluster_00467.vtp	h
cluster_00468.vtp	h
cluster_00469.vtp	h
cluster_00470.vtp	h
cluster_00471.vtp	h
cluster_00472.vtp	h
cluster_00473.vtp	h
cluster_00474.vtp	h
cluster_00475.vtp	h
cluster_00476.vtp	h
cluster_00477.vtp	h
cluster_00478.vtp	h
cluster_00479.vtp	h
cluster_00480.vtp	h
cluster_00481.vtp	h
cluster_00482.vtp	c
cluster_00483.vtp	h
cluster_00484.vtp	h
cluster_00485.vtp	h
cluster_00486.vtp	h
cluster_00487.vtp	h
cluster_00488.vtp	h
cluster_00489.vtp	h
cluster_00490.vtp	h
cluster_00491.vtp	h
cluster_00492.vtp	h
cluster_00493.vtp	h
cluster_00494.vtp	h
cluster_00495.vtp	h
cluster_00496.vtp	h
cluster_00497.vtp	h
cluster_00498.vtp	h
cluster_00499.vtp	h
cluster_00500.vtp	h
cluster_00501.vtp	h
cluster_00502.vtp	h
cluster_00503.vtp	h
cluster_00504.vtp	h
cluster_00505.vtp	h
cluster_00506.vtp	h
cluster_00507.vtp	h
cluster_00508.vtp	h
cluster_00509.vtp	h
cluster_00510.vtp	h
cluster_00511.vtp	h
cluster_00512.vtp	h
cluster_00513.vtp	h
cluster_00514.vtp	h
cluster_00515.vtp	h
cluster_00516.vtp	h
cluster_00517.vtp	h
cluster_00518.vtp	h
cluster_00519.vtp	h
cluster_00520.vtp	h
cluster_00521.vtp	h
cluster_00522.vtp	h
cluster_00523.vtp	h
cluster_00524.vtp	h
cluster_00525.vtp	h
cluster_00526.vtp	h
cluster_00527.vtp	h
cluster_00528.vtp	h
cluster_00529.vtp	h
cluster_00530.vtp	h
cluster_00531.vtp	h
cluster_00532.vtp	h
cluster_00533.vtp	h
cluster_00534.vtp	h
cluster_00535.vtp	h
cluster_00536.vtp	h
cluster_00537.vtp	h
cluster_00538.vtp	h
cluster_00539.vtp	h
cluster_00540.vtp	h
cluster_00541.vtp	h
cluster_00542.vtp	h
cluster_00543.vtp	h
cluster_00544.vtp	h
cluster_00545.vtp	h
cluster_00546.vtp	h
cluster_00547.vtp	h
cluster_00548.vtp	h
cluster_00549.vtp	h
cluster_00550.vtp	h
cluster_00551.vtp	h
cluster_00552.vtp	h
cluster_00553.vtp	h
cluster_00554.vtp	h
cluster_00555.vtp	h
cluster_00556.vtp	h
cluster_00557.vtp	h
cluster_00558.vtp	h
cluster_00559.vtp	h
cluster_00560.vtp	h
cluster_00561.vtp	h
cluster_00562.vtp	h
cluster_00563.vtp	h
cluster_00564.vtp	h
cluster_00565.vtp	h
cluster_00566.vtp	h
cluster_00567.vtp	h
cluster_00568.vtp	h
cluster_00569.vtp	h
cluster_00570.vtp	h
cluster_00571.vtp	h
cluster_00572.vtp	h
cluster_00573.vtp	h
cluster_00574.vtp	h
cluster_00575.vtp	h
cluster_00576.vtp	h
cluster_00577.vtp	h
cluster_00578.vtp	h
cluster_00579.vtp	h
cluster_00580.vtp	h
cluster_00581.vtp	h
cluster_00582.vtp	h
cluster_00583.vtp	h
cluster_00584.vtp	h
cluster_00585.vtp	h
cluster_00586.vtp	h
cluster_00587.vtp	h
cluster_00588.vtp	h
cluster_00589.vtp	h
cluster_00590.vtp	h
cluster_00591.vtp	h
cluster_00592.vtp	h
cluster_00593.vtp	h
cluster_00594.vtp	h
cluster_00595.vtp	h
cluster_00596.vtp	h
cluster_00597.vtp	h
cluster_00598.vtp	h
cluster_00599.vtp	h
cluster_00600.vtp	h
cluster_00601.vtp	h
cluster_00602.vtp	h
cluster_00603.vtp	h
cluster_00604.vtp	h
cluster_00605.vtp	h
cluster_00606.vtp	h
cluster_00607.vtp	h
cluster_00608.vtp	h
cluster_00609.vtp	h
cluster_00610.vtp	h
cluster_00611.vtp	h
cluster_00612.vtp	h
cluster_00613.vtp	h
cluster_00614.vtp	h
cluster_00615.vtp	h
cluster_00616.vtp	h
cluster_00617.vtp	h
cluster_00618.vtp	h
cluster_00619.vtp	h
cluster_00620.vtp	h
cluster_00621.vtp	h
cluster_00622.vtp	h
cluster_00623.vtp	h
cluster_00624.vtp	h
cluster_00625.vtp	h
cluster_00626.vtp	h
cluster_00627.vtp	h
cluster_00628.vtp	h
cluster_00629.vtp	h
cluster_00630.vtp	h
cluster_00631.vtp	h
cluster_00632.vtp	h
cluster_00633.vtp	h
cluster_00634.vtp	h
cluster_00635.vtp	h
cluster_00636.vtp	h
cluster_00637.vtp	h
cluster_00638.vtp	h
cluster_00639.vtp	h
cluster_00640.vtp	h
cluster_00641.vtp	h
cluster_00642.vtp	h
cluster_00643.vtp	h
cluster_00644.vtp	h
cluster_00645.vtp	h
cluster_00646.vtp	h
cluster_00647.vtp	h
cluster_00648.vtp	h
cluster_00649.vtp	h
cluster_00650.vtp	h
cluster_00651.vtp	h
cluster_00652.vtp	h
cluster_00653.vtp	h
cluster_00654.vtp	h
cluster_00655.vtp	h
cluster_00656.vtp	h
cluster_00657.vtp	h
cluster_00658.vtp	h
cluster_00659.vtp	h
cluster_00660.vtp	h
cluster_00661.vtp	h
cluster_00662.vtp	h
cluster_00663.vtp	h
cluster_00664.vtp	h
cluster_00665.vtp	h
cluster_00666.vtp	h
cluster_00667.vtp	h
cluster_00668.vtp	h
cluster_00669.vtp	h
cluster_00670.vtp	h
cluster_00671.vtp	h
cluster_00672.vtp	h
cluster_00673.vtp	h
cluster_00674.vtp	h
cluster_00675.vtp	c
cluster_00676.vtp	h
cluster_00677.vtp	h
cluster_00678.vtp	h
cluster_00679.vtp	h
cluster_00680.vtp	h
cluster_00681.vtp	h
cluster_00682.vtp	h
cluster_00683.vtp	h
cluster_00684.vtp	h
cluster_00685.vtp	h
cluster_00686.vtp	h
cluster_00687.vtp	h
cluster_00688.vtp	h
cluster_00689.vtp	h
cluster_00690.vtp	h
cluster_00691.vtp	h
cluster_00692.vtp	h
cluster_00693.vtp	h
cluster_00694.vtp	h
cluster_00695.vtp	h
cluster_00696.vtp	h
cluster_00697.vtp	h
cluster_00698.vtp	h
cluster_00699.vtp	h
cluster_00700.vtp	h
cluster_00701.vtp	h
cluster_00702.vtp	h
cluster_00703.vtp	h
cluster_00704.vtp	h
cluster_00705.vtp	c
cluster_00706.vtp	h
cluster_00707.vtp	c
cluster_00708.vtp	h
cluster_00709.vtp	h
cluster_00710.vtp	c
cluster_00711.vtp	h
cluster_00712.vtp	h
cluster_00713.vtp	h
cluster_00714.vtp	h
cluster_00715.vtp	h
cluster_00716.vtp	c
cluster_00717.vtp	h
cluster_00718.vtp	c
cluster_00719.vtp	c
cluster_00720.vtp	h
cluster_00721.vtp	h
cluster_00722.vtp	c
cluster_00723.vtp	h
cluster_00724.vtp	h
cluster_00725.vtp	h
cluster_00726.vtp	h
cluster_00727.vtp	h
cluster_00728.vtp	c
cluster_00729.vtp	c
cluster_00730.vtp	h
cluster_00731.vtp	h
cluster_00732.vtp	c
cluster_00733.vtp	h
cluster_00734.vtp	h
cluster_00735.vtp	c
cluster_00736.vtp	h
cluster_00737.vtp	h
cluster_00738.vtp	h
cluster_00739.vtp	h
cluster_00740.vtp	h
cluster_00741.vtp	h
cluster_00742.vtp	h
cluster_00743.vtp	h
cluster_00744.vtp	h
cluster_00745.vtp	h
cluster_00746.vtp	h
cluster_00747.vtp	h
cluster_00748.vtp	h
cluster_00749.vtp	h
cluster_00750.vtp	c
cluster_00751.vtp	h
cluster_00752.vtp	h
cluster_00753.vtp	h
cluster_00754.vtp	h
cluster_00755.vtp	c
cluster_00756.vtp	c
cluster_00757.vtp	h
cluster_00758.vtp	c
cluster_00759.vtp	h
cluster_00760.vtp	h
cluster_00761.vtp	h
cluster_00762.vtp	h
cluster_00763.vtp	h
cluster_00764.vtp	h
cluster_00765.vtp	c
cluster_00766.vtp	h
cluster_00767.vtp	h
cluster_00768.vtp	h
cluster_00769.vtp	h
cluster_00770.vtp	h
cluster_00771.vtp	h
cluster_00772.vtp	h
cluster_00773.vtp	h
cluster_00774.vtp	h
cluster_00775.vtp	h
cluster_00776.vtp	h
cluster_00777.vtp	h
cluster_00778.vtp	h
cluster_00779.vtp	c
cluster_00780.vtp	h
cluster_00781.vtp	c
cluster_00782.vtp	c
cluster_00783.vtp	h
cluster_00784.vtp	c
cluster_00785.vtp	h
cluster_00786.vtp	h
cluster_00787.vtp	h
cluster_00788.vtp	h
cluster_00789.vtp	h
cluster_00790.vtp	h
cluster_00791.vtp	h
cluster_00792.vtp	c
cluster_00793.vtp	h
cluster_00794.vtp	h
cluster_00795.vtp	h
cluster_00796.vtp	c
cluster_00797.vtp	h
cluster_00798.vtp	h
cluster_00799.vtp	h
cluster_00800.vtp	c
cluster_00801.vtp	h
cluster_00802.vtp	h
cluster_00803.vtp	c
cluster_00804.vtp	h
cluster_00805.vtp	c
cluster_00806.vtp	h
cluster_00807.vtp	h
cluster_00808.vtp	h
cluster_00809.vtp	h
cluster_00810.vtp	h
cluster_00811.vtp	c
cluster_00812.vtp	h
cluster_00813.vtp	h
cluster_00814.vtp	h
cluster_00815.vtp	h
cluster_00816.vtp	h
cluster_00817.vtp	c
cluster_00818.vtp	c
cluster_00819.vtp	c
cluster_00820.vtp	h
cluster_00821.vtp	h
cluster_00822.vtp	c
cluster_00823.vtp	h
cluster_00824.vtp	c
cluster_00825.vtp	h
cluster_00826.vtp	c
cluster_00827.vtp	h
cluster_00828.vtp	h
cluster_00829.vtp	h
cluster_00830.vtp	h
cluster_00831.vtp	c
cluster_00832.vtp	h
cluster_00833.vtp	h
cluster_00834.vtp	c
cluster_00835.vtp	c
cluster_00836.vtp	h
cluster_00837.vtp	h
cluster_00838.vtp	h
cluster_00839.vtp	h
cluster_00840.vtp	h
cluster_00841.vtp	h
cluster_00842.vtp	h
cluster_00843.vtp	h
cluster_00844.vtp	h
cluster_00845.vtp	h
cluster_00846.vtp	c
cluster_00847.vtp	c
cluster_00848.vtp	h
cluster_00849.vtp	h
cluster_00850.vtp	h
cluster_00851.vtp	h
cluster_00852.vtp	h
cluster_00853.vtp	h
cluster_00854.vtp	h
cluster_00855.vtp	h
cluster_00856.vtp	h
cluster_00857.vtp	h
cluster_00858.vtp	h
cluster_00859.vtp	h
cluster_00860.vtp	c
cluster_00861.vtp	h
cluster_00862.vtp	h
cluster_00863.vtp	h
cluster_00864.vtp	h
cluster_00865.vtp	h
cluster_00866.vtp	h
cluster_00867.vtp	h
cluster_00868.vtp	h
cluster_00869.vtp	h
cluster_00870.vtp	h
cluster_00871.vtp	h
cluster_00872.vtp	c
cluster_00873.vtp	h
cluster_00874.vtp	h
cluster_00875.vtp	h
cluster_00876.vtp	c
cluster_00877.vtp	h
cluster_00878.vtp	h
cluster_00879.vtp	h
cluster_00880.vtp	h
cluster_00881.vtp	h
cluster_00882.vtp	h
cluster_00883.vtp	h
cluster_00884.vtp	h
cluster_00885.vtp	c
cluster_00886.vtp	c
cluster_00887.vtp	h
cluster_00888.vtp	c
cluster_00889.vtp	h
cluster_00890.vtp	h
cluster_00891.vtp	h
cluster_00892.vtp	h
cluster_00893.vtp	h
cluster_00894.vtp	h
cluster_00895.vtp	h
cluster_00896.vtp	c
cluster_00897.vtp	c
cluster_00898.vtp	h
cluster_00899.vtp	h
cluster_00900.vtp	c
cluster_00901.vtp	h
cluster_00902.vtp	h
cluster_00903.vtp	h
cluster_00904.vtp	h
cluster_00905.vtp	h
cluster_00906.vtp	c
cluster_00907.vtp	h
cluster_00908.vtp	h
cluster_00909.vtp	h
cluster_00910.vtp	h
cluster_00911.vtp	h
cluster_00912.vtp	h
cluster_00913.vtp	h
cluster_00914.vtp	h
cluster_00915.vtp	h
cluster_00916.vtp	h
cluster_00917.vtp	h
cluster_00918.vtp	h
cluster_00919.vtp	c
cluster_00920.vtp	h
cluster_00921.vtp	h
cluster_00922.vtp	h
cluster_00923.vtp	h
cluster_00924.vtp	h
cluster_00925.vtp	h
cluster_00926.vtp	c
cluster_00927.vtp	h
cluster_00928.vtp	c
cluster_00929.vtp	h
cluster_00930.vtp	c
cluster_00931.vtp	h
cluster_00932.vtp	h
cluster_00933.vtp	h
cluster_00934.vtp	h
cluster_00935.vtp	h
cluster_00936.vtp	h
cluster_00937.vtp	h
cluster_00938.vtp	h
cluster_00939.vtp	c
cluster_00940.vtp	h
cluster_00941.vtp	h
cluster_00942.vtp	h
cluster_00943.vtp	h
cluster_00944.vtp	h
cluster_00945.vtp	c
cluster_00946.vtp	h
cluster_00947.vtp	h
cluster_00948.vtp	h
cluster_00949.vtp	h
cluster_00950.vtp	h
cluster_00951.vtp	h
cluster_00952.vtp	h
cluster_00953.vtp	h
cluster_00954.vtp	h
cluster_00955.vtp	h
cluster_00956.vtp	h
cluster_00957.vtp	h
cluster_00958.vtp	h
cluster_00959.vtp	h
cluster_00960.vtp	h
cluster_00961.vtp	h
cluster_00962.vtp	h
cluster_00963.vtp	h
cluster_00964.vtp	h
cluster_00965.vtp	h
cluster_00966.vtp	c
cluster_00967.vtp	h
cluster_00968.vtp	h
cluster_00969.vtp	h
cluster_00970.vtp	h
cluster_00971.vtp	h
cluster_00972.vtp	h
cluster_00973.vtp	c
cluster_00974.vtp	c
cluster_00975.vtp	h
cluster_00976.vtp	h
cluster_00977.vtp	c
cluster_00978.vtp	h
cluster_00979.vtp	h
cluster_00980.vtp	h
cluster_00981.vtp	h
cluster_00982.vtp	h
cluster_00983.vtp	h
cluster_00984.vtp	h
cluster_00985.vtp	h
cluster_00986.vtp	h
cluster_00987.vtp	h
cluster_00988.vtp	c
cluster_00989.vtp	c
cluster_00990.vtp	h
cluster_00991.vtp	h
cluster_00992.vtp	h
cluster_00993.vtp	h
cluster_00994.vtp	h
cluster_00995.vtp	h
cluster_00996.vtp	h
cluster_00997.vtp	h
cluster_00998.vtp	h
cluster_00999.vtp	h
cluster_01000.vtp	h
cluster_01001.vtp	h
cluster_01002.vtp	c
cluster_01003.vtp	h
cluster_01004.vtp	h
cluster_01005.vtp	h
cluster_01006.vtp	h
cluster_01007.vtp	c
cluster_01008.vtp	h
cluster_01009.vtp	h
cluster_01010.vtp	c
cluster_01011.vtp	h
cluster_01012.vtp	h
cluster_01013.vtp	h
cluster_01014.vtp	h
cluster_01015.vtp	h
cluster_01016.vtp	c
cluster_01017.vtp	c
cluster_01018.vtp	h
cluster_01019.vtp	h
cluster_01020.vtp	h
cluster_01021.vtp	h
cluster_01022.vtp	h
cluster_01023.vtp	h
cluster_01024.vtp	h
cluster_01025.vtp	h
cluster_01026.vtp	h
cluster_01027.vtp	h
cluster_01028.vtp	h
cluster_01029.vtp	h
cluster_01030.vtp	h
cluster_01031.vtp	h
cluster_01032.vtp	h
cluster_01033.vtp	c
cluster_01034.vtp	c
cluster_01035.vtp	c
cluster_01036.vtp	h
cluster_01037.vtp	h
cluster_01038.vtp	h
cluster_01039.vtp	h
cluster_01040.vtp	c
cluster_01041.vtp	h
cluster_01042.vtp	h
cluster_01043.vtp	h
cluster_01044.vtp	h
cluster_01045.vtp	h
cluster_01046.vtp	h
cluster_01047.vtp	h
cluster_01048.vtp	h
cluster_01049.vtp	c
cluster_01050.vtp	c
cluster_01051.vtp	h
cluster_01052.vtp	h
cluster_01053.vtp	h
cluster_01054.vtp	h
cluster_01055.vtp	h
cluster_01056.vtp	c
cluster_01057.vtp	c
cluster_01058.vtp	c
cluster_01059.vtp	c
cluster_01060.vtp	h
cluster_01061.vtp	h
cluster_01062.vtp	h
cluster_01063.vtp	h
cluster_01064.vtp	h
cluster_01065.vtp	h
cluster_01066.vtp	c
cluster_01067.vtp	c
cluster_01068.vtp	h
cluster_01069.vtp	h
cluster_01070.vtp	h
cluster_01071.vtp	c
cluster_01072.vtp	h
cluster_01073.vtp	h
cluster_01074.vtp	h
cluster_01075.vtp	c
